section,reach,pass,length_mm,weight_g,sampledate
CC,L,1,144,29.5,2008-09-17
CC,L,1,39,0.8,2008-09-17
CC,L,1,113,14,2008-09-17
CC,L,1,158,45.3,2008-09-17
CC,L,1,130,22.8,2008-09-17
CC,L,1,94,8.5,2008-09-17
CC,L,1,41,0.9,2008-09-17
CC,L,2,38,0.8,2008-09-17
CC,L,2,54,1.6,2008-09-17
CC,L,2,91,7.8,2008-09-17
CC,L,2,104,11.5,2008-09-17
CC,L,2,37,0.6,2008-09-17
CC,L,2,42,0.8,2008-09-17
CC,L,2,68,3.4,2008-09-17
CC,L,2,37,0.7,2008-09-17
CC,L,2,45,0.9,2008-09-17
CC,L,2,38,0.5,2008-09-17
CC,L,2,43,0.7,2008-09-17
CC,L,2,47,0.9,2008-09-17
CC,L,2,115,15.9,2008-09-17
CC,L,2,90,7.5,2008-09-17
CC,L,2,38,0.7,2008-09-17
CC,L,2,147,35.4,2008-09-17
CC,L,2,123,21.4,2008-09-17
CC,L,2,97,9.4,2008-09-17
CC,L,2,92,7.8,2008-09-17
CC,L,2,113,15.5,2008-09-17
CC,L,2,125,21.1,2008-09-17
CC,L,2,118,17.2,2008-09-17
CC,L,2,93,7.8,2008-09-17
CC,L,2,112,14,2008-09-17
CC,U,1,41,0.8,2019-09-04
CC,U,1,53,1.7,2019-09-04
CC,U,1,101,10.8,2019-09-04
CC,U,1,82,5.8,2019-09-04
CC,U,1,104,11,2019-09-04
CC,U,1,90,8.2,2019-09-04
CC,U,1,48,1.2,2019-09-04
CC,U,1,52,1.7,2019-09-04
CC,U,1,51,1.4,2019-09-04
CC,U,1,53,1.8,2019-09-04
CC,U,1,53,1.7,2019-09-04
CC,U,1,42,0.9,2019-09-04
CC,U,1,45,1,2019-09-04
CC,U,1,49,1.4,2019-09-04
CC,U,1,53,1.6,2019-09-04
CC,U,1,46,1,2019-09-04
CC,U,1,51,1.4,2019-09-04
CC,U,1,36,0.6,2019-09-04
CC,U,1,48,1.2,2019-09-04
CC,U,1,49,1.3,2019-09-04
CC,U,1,53,1.6,2019-09-04
CC,U,1,114,15.7,2019-09-04
CC,U,1,118,16.8,2019-09-04
CC,U,1,85,7,2019-09-04
CC,U,1,84,6.3,2019-09-04
CC,U,1,77,4.8,2019-09-04
CC,U,1,125,20.6,2019-09-04
CC,U,1,130,22.6,2019-09-04
CC,U,1,103,13.3,2019-09-04
CC,U,1,95,9.6,2019-09-04
CC,U,1,100,9.2,2019-09-04
CC,U,1,96,9.5,2019-09-04
CC,U,1,89,7.3,2019-09-04
CC,U,1,78,5.2,2019-09-04
CC,U,1,85,6.6,2019-09-04
CC,U,1,90,7.2,2019-09-04
CC,U,1,38,0.7,2019-09-04
CC,U,1,102,10.5,2019-09-04
CC,U,1,86,6.4,2019-09-04
CC,U,1,85,6.4,2019-09-04
CC,U,1,74,4,2019-09-04
CC,U,1,83,5.6,2019-09-04
CC,U,1,76,5.2,2019-09-04
CC,U,1,42,0.8,2019-09-04
CC,U,1,42,0.9,2019-09-04
CC,U,1,48,1.2,2019-09-04
CC,U,1,42,0.9,2019-09-04
CC,U,1,43,0.9,2019-09-04
CC,U,1,42,0.8,2019-09-04
CC,U,1,110,14.3,2019-09-04
CC,U,1,129,22.6,2019-09-04
CC,U,1,141,27.5,2019-09-04
CC,U,1,111,13.9,2019-09-04
CC,U,1,118,16.7,2019-09-04
CC,U,1,98,11,2019-09-04
CC,U,1,100,10.4,2019-09-04
CC,U,1,93,8.7,2019-09-04
CC,U,1,82,5.9,2019-09-04
CC,U,1,47,1.1,2019-09-04
CC,U,1,42,0.8,2019-09-04
CC,U,1,176,44.7,2019-09-04
CC,U,1,125,17.8,2019-09-04
CC,U,1,100,10,2019-09-04
CC,U,1,117,17.3,2019-09-04
CC,U,1,112,15,2019-09-04
CC,U,1,100,10.4,2019-09-04
CC,U,1,96,8.8,2019-09-04
CC,U,1,95,9.2,2019-09-04
CC,U,1,47,4,2019-09-04
CC,U,2,45,0.9,2019-09-04
CC,U,2,45,0.9,2019-09-04
CC,U,2,48,1.1,2019-09-04
CC,U,2,49,1.4,2019-09-04
CC,U,2,41,0.8,2019-09-04
CC,U,2,105,11.9,2019-09-04
CC,U,2,88,7.8,2019-09-04
CC,U,2,115,14.9,2019-09-04
CC,U,2,78,5.1,2019-09-04
CC,U,2,76,4.9,2019-09-04
CC,U,2,36,0.5,2019-09-04
CC,U,2,133,24.4,2019-09-04
CC,U,2,38,0.6,2019-09-04
CC,U,2,36,0.5,2019-09-04
OG,L,1,49,1.05,1990-08-16
OG,L,1,150,30.45,1990-08-16
OG,L,1,95,7.8,1990-08-16
OG,L,1,144,25.45,1990-08-16
OG,L,1,111,12.45,1990-08-16
OG,L,1,92,7.6,1990-08-16
OG,L,1,36,0.75,1990-08-16
OG,L,1,131,19.8,1990-08-16
OG,L,1,94,7.35,1990-08-16
OG,L,1,94,7.95,1990-08-16
OG,L,1,90,6.75,1990-08-16
OG,L,1,86,5.85,1990-08-16
OG,L,1,146,30.3,1990-08-16
OG,L,1,73,3.15,1990-08-16
OG,L,1,47,1.05,1990-08-16
OG,L,1,114,17.1,1990-08-16
OG,L,1,108,10.65,1990-08-16
OG,L,1,88,6.25,1990-08-16
OG,L,1,43,0.8,1990-08-16
OG,L,1,41,1.1,1990-08-16
OG,L,1,143,25.75,1990-08-16
OG,L,1,90,7.15,1990-08-16
OG,L,1,129,17.8,1990-08-16
OG,L,1,127,18.1,1990-08-16
OG,L,1,38,0.55,1990-08-16
OG,L,1,45,1.1,1990-08-16
OG,L,1,125,15.85,1990-08-16
OG,L,1,97,11.45,1990-08-16
OG,L,1,82,5.25,1990-08-16
OG,L,1,148,27.2,1990-08-16
OG,L,1,112,12.45,1990-08-16
OG,L,1,50,1.3,1990-08-16
OG,L,1,90,6.3,1990-08-16
OG,L,1,94,7.95,1990-08-16
OG,L,1,109,12.2,1990-08-16
OG,L,1,117,13,1990-08-16
OG,L,1,87,6.15,1990-08-16
OG,L,1,160,38.2,1990-08-16
OG,L,1,38,0.5,1990-08-16
OG,L,1,74,4.15,1990-08-16
OG,L,1,104,10.55,1990-08-16
OG,L,1,40,0.65,1990-08-16
OG,L,1,63,2.8,1990-08-16
OG,L,1,41,0.95,1990-08-16
OG,L,1,35,0.7,1990-08-16
OG,L,1,41,1.05,1990-08-16
OG,L,1,38,0.3,1990-08-16
OG,L,1,34,0.3,1990-08-16
OG,L,1,47,0.8,1990-08-16
OG,L,1,36,0.55,1990-08-16
OG,L,1,39,0.5,1990-08-16
OG,L,1,31,0.25,1990-08-16
OG,L,1,96,7.05,1990-08-16
OG,L,1,86,6,1990-08-16
OG,L,1,120,14.1,1990-08-16
OG,L,1,125,17.15,1990-08-16
OG,L,1,105,10.5,1990-08-16
OG,L,1,140,23.95,1990-08-16
OG,L,1,144,24.45,1990-08-16
OG,L,1,145,27.8,1990-08-16
OG,L,1,44,0.9,1990-08-16
OG,L,1,87,6.45,1990-08-16
OG,L,1,91,6.65,1990-08-16
OG,L,1,88,6.45,1990-08-16
OG,L,1,92,6.85,1990-08-16
OG,L,2,37,0.65,1990-08-16
OG,L,2,32,0.5,1990-08-16
OG,L,2,87,6.1,1990-08-16
OG,L,2,95,8,1990-08-16
OG,L,2,89,6.7,1990-08-16
OG,L,2,137,24.65,1990-08-16
OG,L,2,87,6.35,1990-08-16
OG,L,2,45,1,1990-08-16
OG,L,2,33,0.3,1990-08-16
OG,L,2,124,16.05,1990-08-16
OG,L,2,91,6.85,1990-08-16
OG,L,2,101,9,1990-08-16
OG,L,2,44,0.85,1990-08-16
OG,L,2,93,8.4,1990-08-16
OG,L,2,103,11.65,1990-08-16
OG,L,2,88,5.75,1990-08-16
OG,L,2,82,5.75,1990-08-16
OG,M,1,91,7.05,1990-08-16
OG,M,1,98,7.35,1990-08-16
OG,M,1,101,11,1990-08-16
OG,M,1,121,14.8,1990-08-16
OG,M,1,95,7.4,1990-08-16
OG,M,1,156,33.15,1990-08-16
OG,M,1,148,26.5,1990-08-16
OG,M,1,162,36.5,1990-08-16
OG,M,1,38,0.55,1990-08-16
OG,M,1,42,0.6,1990-08-16
OG,M,1,37,0.4,1990-08-16
OG,M,1,83,4.95,1990-08-16
OG,M,1,94,7.8,1990-08-16
OG,M,1,97,7.15,1990-08-16
OG,M,1,108,10.15,1990-08-16
OG,M,1,73,3.25,1990-08-16
OG,M,1,126,16.6,1990-08-16
OG,M,1,91,6.55,1990-08-16
OG,M,1,93,6.55,1990-08-16
OG,M,1,94,8.25,1990-08-16
OG,M,1,132,19.95,1990-08-16
OG,M,1,43,0.7,1990-08-16
OG,M,1,89,5.9,1990-08-16
OG,M,1,86,8.9,1990-08-16
OG,M,1,92,7.2,1990-08-16
OG,M,1,133,22.1,1990-08-16
OG,M,1,35,0.45,1990-08-16
OG,M,1,65,3.45,1990-08-16
OG,M,1,97,8.5,1990-08-16
OG,M,1,99,8.2,1990-08-16
OG,M,1,121,15.5,1990-08-16
OG,M,1,125,17.5,1990-08-16
OG,M,1,45,0.75,1990-08-16
OG,M,1,41,0.65,1990-08-16
OG,M,1,113,12.35,1990-08-16
OG,M,1,87,6.05,1990-08-16
OG,M,1,98,8.2,1990-08-16
OG,M,1,89,6.1,1990-08-16
OG,M,1,80,5.45,1990-08-16
OG,M,1,134,22,1990-08-16
OG,M,1,38,0.5,1990-08-16
OG,M,1,123,17,1990-08-16
OG,M,1,139,24.9,1990-08-16
OG,M,1,130,18.6,1990-08-16
OG,M,1,117,14.25,1990-08-16
OG,M,1,102,8.7,1990-08-16
OG,M,1,96,8.1,1990-08-16
OG,M,2,89,6.75,1990-08-16
OG,M,2,122,16.2,1990-08-16
OG,M,2,113,12.9,1990-08-16
OG,M,2,170,42.45,1990-08-16
OG,M,2,36,0.4,1990-08-16
OG,M,2,126,17.85,1990-08-16
OG,M,2,85,5.95,1990-08-16
OG,M,2,116,15.65,1990-08-16
OG,M,2,136,20.25,1990-08-16
OG,M,2,46,0.95,1990-08-16
OG,M,2,41,0.6,1990-08-16
OG,M,2,119,14.9,1990-08-16
OG,M,2,44,0.75,1990-08-16
OG,M,2,87,7.15,1990-08-16
OG,M,2,127,19.9,1990-08-16
OG,U,1,37,0.55,1990-08-16
OG,U,1,124,16,1990-08-16
OG,U,1,82,5.95,1990-08-16
OG,U,1,100,9.05,1990-08-16
OG,U,1,86,5.85,1990-08-16
OG,U,1,45,0.85,1990-08-16
OG,U,1,41,1,1990-08-16
OG,U,1,96,7.45,1990-08-16
OG,U,1,109,11.8,1990-08-16
OG,U,1,104,11.35,1990-08-16
OG,U,1,73,4.55,1990-08-16
OG,U,1,122,15.25,1990-08-16
OG,U,1,114,11.75,1990-08-16
OG,U,1,114,12.8,1990-08-16
OG,U,1,92,6.9,1990-08-16
OG,U,1,125,16.8,1990-08-16
OG,U,1,97,7.45,1990-08-16
OG,U,1,42,0.75,1990-08-16
OG,U,1,35,0.45,1990-08-16
OG,U,1,40,0.8,1990-08-16
OG,U,1,91,7.25,1990-08-16
OG,U,1,140,24,1990-08-16
OG,U,1,83,5.2,1990-08-16
OG,U,1,31,0.4,1990-08-16
OG,U,1,34,0.45,1990-08-16
OG,U,1,138,19.9,1990-08-16
OG,U,1,116,15.2,1990-08-16
OG,U,1,142,22.7,1990-08-16
OG,U,1,102,9.2,1990-08-16
OG,U,1,106,13.75,1990-08-16
OG,U,1,128,19.85,1990-08-16
OG,U,1,156,34.2,1990-08-16
OG,U,1,81,4.9,1990-08-16
OG,U,1,124,19.5,1990-08-16
OG,U,1,44,0.75,1990-08-16
OG,U,1,152,30.75,1990-08-16
OG,U,1,100,8.15,1990-08-16
OG,U,1,95,7.6,1990-08-16
OG,U,1,137,22,1990-08-16
OG,U,1,77,5.35,1990-08-16
OG,U,1,123,16.55,1990-08-16
OG,U,1,114,13.4,1990-08-16
OG,U,1,85,5.2,1990-08-16
OG,U,1,37,0.45,1990-08-16
OG,U,1,84,6.65,1990-08-16
OG,U,1,158,34.95,1990-08-16
OG,U,1,106,13,1990-08-16
OG,U,1,92,7.2,1990-08-16
OG,U,1,36,0.5,1990-08-16
OG,U,1,39,0.6,1990-08-16
OG,U,1,35,0.4,1990-08-16
OG,U,1,92,7.65,1990-08-16
OG,U,1,39,0.55,1990-08-16
OG,U,1,40,0.65,1990-08-16
OG,U,1,89,6.3,1990-08-16
OG,U,1,113,11.75,1990-08-16
OG,U,1,118,14.45,1990-08-16
OG,U,1,154,34.9,1990-08-16
OG,U,1,42,0.75,1990-08-16
OG,U,1,38,0.5,1990-08-16
OG,U,1,97,8.7,1990-08-16
OG,U,1,116,14.5,1990-08-16
OG,U,1,35,0.5,1990-08-16
OG,U,1,80,4.85,1990-08-16
OG,U,1,120,16.5,1990-08-16
OG,U,1,93,6.95,1990-08-16
OG,U,1,141,23.2,1990-08-16
OG,U,2,37,0.6,1990-08-16
OG,U,2,37,0.5,1990-08-16
OG,U,2,139,25,1990-08-16
OG,U,2,40,0.65,1990-08-16
OG,U,2,91,8.05,1990-08-16
OG,U,2,140,24.65,1990-08-16
OG,U,2,88,6.65,1990-08-16
OG,U,2,82,6,1990-08-16
OG,U,2,135,23.1,1990-08-16
OG,U,2,79,4.8,1990-08-16
OG,U,2,80,4.75,1990-08-16
OG,U,2,88,6.85,1990-08-16
OG,U,2,44,0.8,1990-08-16
OG,U,2,127,20.3,1990-08-16
OG,L,1,59,1.91,1992-09-02
OG,L,1,130,18.15,1992-09-02
OG,L,1,118,14.34,1992-09-02
OG,L,1,86,5.71,1992-09-02
OG,L,1,97,7.5,1992-09-02
OG,L,1,114,12.73,1992-09-02
OG,L,1,155,33.8,1992-09-02
OG,L,1,105,9.26,1992-09-02
OG,L,1,104,9.1,1992-09-02
OG,L,1,91,6.83,1992-09-02
OG,L,1,44,0.88,1992-09-02
OG,L,1,53,1.47,1992-09-02
OG,L,1,51,1.14,1992-09-02
OG,L,1,64,2.7,1992-09-02
OG,L,1,97,8.2,1992-09-02
OG,L,1,87,5.89,1992-09-02
OG,L,1,86,5.33,1992-09-02
OG,L,1,128,20.17,1992-09-02
OG,L,1,79,4.42,1992-09-02
OG,L,1,129,17.95,1992-09-02
OG,L,1,53,1.57,1992-09-02
OG,L,1,108,10.57,1992-09-02
OG,L,1,94,7.52,1992-09-02
OG,L,1,109,10.13,1992-09-02
OG,L,1,86,5.95,1992-09-02
OG,L,1,93,7.04,1992-09-02
OG,L,1,121,16.53,1992-09-02
OG,L,1,50,1.3,1992-09-02
OG,L,1,99,8.29,1992-09-02
OG,L,1,80,4.51,1992-09-02
OG,L,1,86,5.94,1992-09-02
OG,L,1,111,11.73,1992-09-02
OG,L,1,103,8.81,1992-09-02
OG,L,1,120,15.3,1992-09-02
OG,L,1,128,15.6,1992-09-02
OG,L,1,55,1.56,1992-09-02
OG,L,1,59,1.84,1992-09-02
OG,L,1,49,1.5,1992-09-02
OG,L,1,78,5.59,1992-09-02
OG,L,1,95,10.36,1992-09-02
OG,L,1,47,0.95,1992-09-02
OG,L,1,48,1.15,1992-09-02
OG,L,1,42,0.64,1992-09-02
OG,L,1,41,0.57,1992-09-02
OG,L,1,41,0.7,1992-09-02
OG,L,1,80,4.32,1992-09-02
OG,L,1,85,5.29,1992-09-02
OG,L,1,92,6.75,1992-09-02
OG,L,1,91,6.7,1992-09-02
OG,L,1,111,10.78,1992-09-02
OG,L,1,103,9.31,1992-09-02
OG,L,1,120,15.88,1992-09-02
OG,L,1,58,1.64,1992-09-02
OG,L,1,140,23.65,1992-09-02
OG,L,1,93,6.72,1992-09-02
OG,L,1,162,37.98,1992-09-02
OG,L,1,116,12.48,1992-09-02
OG,L,1,111,12.09,1992-09-02
OG,L,1,53,1.48,1992-09-02
OG,L,1,48,1.02,1992-09-02
OG,L,2,54,1.95,1992-09-02
OG,L,2,138,26.97,1992-09-02
OG,L,2,45,1.13,1992-09-02
OG,L,2,46,0.94,1992-09-02
OG,L,2,152,26.25,1992-09-02
OG,L,2,53,1.47,1992-09-02
OG,L,2,57,1.83,1992-09-02
OG,L,2,85,5.85,1992-09-02
OG,L,2,102,9.23,1992-09-02
OG,L,2,99,8.62,1992-09-02
OG,L,2,89,6.72,1992-09-02
OG,L,2,85,5.99,1992-09-02
OG,L,1,49,1.3,1993-09-02
OG,L,1,56,1.39,1993-09-02
OG,L,1,43,0.87,1993-09-02
OG,L,1,52,1.15,1993-09-02
OG,L,1,55,1.69,1993-09-02
OG,L,1,98,NA,1993-09-02
OG,L,1,122,NA,1993-09-02
OG,L,1,121,NA,1993-09-02
OG,L,1,136,NA,1993-09-02
OG,L,1,112,NA,1993-09-02
OG,L,1,167,NA,1993-09-02
OG,L,1,90,NA,1993-09-02
OG,L,1,47,0.91,1993-09-02
OG,L,1,46,0.93,1993-09-02
OG,L,1,52,1.27,1993-09-02
OG,L,1,49,1.12,1993-09-02
OG,L,1,93,NA,1993-09-02
OG,L,1,92,NA,1993-09-02
OG,L,1,114,NA,1993-09-02
OG,L,1,103,NA,1993-09-02
OG,L,1,39,0.67,1993-09-02
OG,L,1,47,0.94,1993-09-02
OG,L,1,89,NA,1993-09-02
OG,L,1,142,NA,1993-09-02
OG,L,1,111,NA,1993-09-02
OG,L,1,114,NA,1993-09-02
OG,L,1,129,NA,1993-09-02
OG,L,1,113,NA,1993-09-02
OG,L,1,93,NA,1993-09-02
OG,L,1,112,NA,1993-09-02
OG,L,1,99,NA,1993-09-02
OG,L,1,116,NA,1993-09-02
OG,L,1,48,0.98,1993-09-02
OG,L,1,58,1.69,1993-09-02
OG,L,1,110,NA,1993-09-02
OG,L,1,107,NA,1993-09-02
OG,L,1,88,NA,1993-09-02
OG,L,1,121,NA,1993-09-02
OG,L,1,128,NA,1993-09-02
OG,L,1,141,NA,1993-09-02
OG,L,1,103,NA,1993-09-02
OG,L,1,107,NA,1993-09-02
OG,L,1,85,NA,1993-09-02
OG,L,1,124,NA,1993-09-02
OG,L,1,113,NA,1993-09-02
OG,L,1,89,NA,1993-09-02
OG,L,1,103,NA,1993-09-02
OG,L,1,34,0.3,1993-09-02
OG,L,1,46,0.91,1993-09-02
OG,L,1,49,1.14,1993-09-02
OG,L,1,51,1.04,1993-09-02
OG,L,1,34,0.34,1993-09-02
OG,L,1,42,0.75,1993-09-02
OG,L,1,129,NA,1993-09-02
OG,L,1,88,8.08,1993-09-02
OG,L,1,141,NA,1993-09-02
OG,L,1,78,NA,1993-09-02
OG,L,1,83,NA,1993-09-02
OG,L,1,127,NA,1993-09-02
OG,L,1,142,NA,1993-09-02
OG,L,1,91,NA,1993-09-02
OG,L,1,75,NA,1993-09-02
OG,L,1,86,NA,1993-09-02
OG,L,1,87,NA,1993-09-02
OG,L,1,101,NA,1993-09-02
OG,L,1,129,NA,1993-09-02
OG,L,1,146,NA,1993-09-02
OG,L,1,90,NA,1993-09-02
OG,L,1,86,NA,1993-09-02
OG,L,1,105,NA,1993-09-02
OG,L,1,NA,NA,1993-09-02
OG,L,2,39,0.64,1993-09-02
OG,L,2,50,1.23,1993-09-02
OG,L,2,100,NA,1993-09-02
OG,L,2,125,NA,1993-09-02
OG,L,2,52,1.56,1993-09-02
OG,L,2,122,NA,1993-09-02
OG,L,2,45,0.91,1993-09-02
OG,L,2,95,NA,1993-09-02
OG,L,2,130,NA,1993-09-02
OG,L,2,85,NA,1993-09-02
OG,L,1,48,1.2,1994-08-31
OG,L,1,56,1.5,1994-08-31
OG,L,1,81,5,1994-08-31
OG,L,1,74,3.8,1994-08-31
OG,L,1,69,4,1994-08-31
OG,L,1,89,6.4,1994-08-31
OG,L,1,44,0.8,1994-08-31
OG,L,1,130,21.9,1994-08-31
OG,L,1,91,7,1994-08-31
OG,L,1,116,13.4,1994-08-31
OG,L,1,103,10,1994-08-31
OG,L,1,96,7.3,1994-08-31
OG,L,1,164,37.4,1994-08-31
OG,L,1,48,0.9,1994-08-31
OG,L,1,41,0.7,1994-08-31
OG,L,1,51,1.2,1994-08-31
OG,L,1,86,NA,1994-08-31
OG,L,1,98,NA,1994-08-31
OG,L,1,112,NA,1994-08-31
OG,L,1,111,NA,1994-08-31
OG,L,1,125,NA,1994-08-31
OG,L,1,94,NA,1994-08-31
OG,L,1,114,NA,1994-08-31
OG,L,1,128,NA,1994-08-31
OG,L,1,90,NA,1994-08-31
OG,L,1,105,NA,1994-08-31
OG,L,1,86,NA,1994-08-31
OG,L,1,109,NA,1994-08-31
OG,L,1,119,NA,1994-08-31
OG,L,1,97,NA,1994-08-31
OG,L,1,51,1.2,1994-08-31
OG,L,1,95,NA,1994-08-31
OG,L,1,75,NA,1994-08-31
OG,L,1,99,10.8,1994-08-31
OG,L,1,99,NA,1994-08-31
OG,L,1,149,NA,1994-08-31
OG,L,1,121,NA,1994-08-31
OG,L,1,140,NA,1994-08-31
OG,L,1,42,0.7,1994-08-31
OG,L,1,45,0.9,1994-08-31
OG,L,1,60,NA,1994-08-31
OG,L,1,75,NA,1994-08-31
OG,L,1,43,0.8,1994-08-31
OG,L,1,36,0.3,1994-08-31
OG,L,1,38,0.5,1994-08-31
OG,L,1,51,1.1,1994-08-31
OG,L,1,39,0.3,1994-08-31
OG,L,1,64,3.3,1994-08-31
OG,L,1,52,1.4,1994-08-31
OG,L,1,41,0.8,1994-08-31
OG,L,1,110,NA,1994-08-31
OG,L,1,144,NA,1994-08-31
OG,L,1,79,NA,1994-08-31
OG,L,1,40,0.8,1994-08-31
OG,L,1,124,NA,1994-08-31
OG,L,1,99,NA,1994-08-31
OG,L,1,118,NA,1994-08-31
OG,L,1,83,NA,1994-08-31
OG,L,1,107,NA,1994-08-31
OG,L,1,92,NA,1994-08-31
OG,L,1,99,NA,1994-08-31
OG,L,1,81,NA,1994-08-31
OG,L,1,84,NA,1994-08-31
OG,L,2,85,NA,1994-08-31
OG,L,2,46,0.8,1994-08-31
OG,L,2,41,0.6,1994-08-31
OG,L,2,67,NA,1994-08-31
OG,L,2,60,NA,1994-08-31
OG,L,2,88,NA,1994-08-31
OG,L,2,81,NA,1994-08-31
OG,L,2,91,NA,1994-08-31
OG,L,2,83,NA,1994-08-31
OG,L,2,95,NA,1994-08-31
OG,L,2,87,NA,1994-08-31
OG,L,2,44,0.7,1994-08-31
OG,L,2,38,0.4,1994-08-31
OG,L,2,86,NA,1994-08-31
OG,L,2,82,NA,1994-08-31
OG,L,2,111,NA,1994-08-31
OG,M,1,134,NA,1994-08-31
OG,M,1,126,NA,1994-08-31
OG,M,1,82,NA,1994-08-31
OG,M,1,104,NA,1994-08-31
OG,M,1,147,NA,1994-08-31
OG,M,1,91,NA,1994-08-31
OG,M,1,175,NA,1994-08-31
OG,M,1,50,1.2,1994-08-31
OG,M,1,50,1.2,1994-08-31
OG,M,1,95,NA,1994-08-31
OG,M,1,72,4.5,1994-08-31
OG,M,1,83,NA,1994-08-31
OG,M,1,92,NA,1994-08-31
OG,M,1,93,NA,1994-08-31
OG,M,1,116,NA,1994-08-31
OG,M,1,90,NA,1994-08-31
OG,M,1,38,0.6,1994-08-31
OG,M,1,48,0.8,1994-08-31
OG,M,1,121,NA,1994-08-31
OG,M,1,84,NA,1994-08-31
OG,M,1,135,NA,1994-08-31
OG,M,1,104,NA,1994-08-31
OG,M,1,99,NA,1994-08-31
OG,M,1,80,NA,1994-08-31
OG,M,1,108,NA,1994-08-31
OG,M,1,145,NA,1994-08-31
OG,M,1,89,NA,1994-08-31
OG,M,1,114,NA,1994-08-31
OG,M,1,131,NA,1994-08-31
OG,M,1,51,1.2,1994-08-31
OG,M,1,48,1.1,1994-08-31
OG,M,1,100,NA,1994-08-31
OG,M,1,78,5.3,1994-08-31
OG,M,1,66,NA,1994-08-31
OG,M,1,135,NA,1994-08-31
OG,M,1,50,1.3,1994-08-31
OG,M,1,47,1.1,1994-08-31
OG,M,1,133,NA,1994-08-31
OG,M,1,110,NA,1994-08-31
OG,M,1,41,0.7,1994-08-31
OG,M,1,100,NA,1994-08-31
OG,M,1,90,NA,1994-08-31
OG,M,1,77,NA,1994-08-31
OG,M,1,74,5.6,1994-08-31
OG,M,1,80,NA,1994-08-31
OG,M,1,102,NA,1994-08-31
OG,M,1,87,NA,1994-08-31
OG,M,1,51,1.1,1994-08-31
OG,M,1,32,0.3,1994-08-31
OG,M,1,50,1.3,1994-08-31
OG,M,1,46,0.9,1994-08-31
OG,M,1,72,NA,1994-08-31
OG,M,1,155,NA,1994-08-31
OG,M,1,112,NA,1994-08-31
OG,M,1,89,NA,1994-08-31
OG,M,1,38,0.4,1994-08-31
OG,M,1,131,NA,1994-08-31
OG,M,1,107,NA,1994-08-31
OG,M,1,95,NA,1994-08-31
OG,M,1,140,NA,1994-08-31
OG,M,1,82,NA,1994-08-31
OG,M,1,120,NA,1994-08-31
OG,M,1,91,NA,1994-08-31
OG,M,2,47,0.8,1994-08-31
OG,M,2,155,NA,1994-08-31
OG,M,2,121,NA,1994-08-31
OG,M,2,91,NA,1994-08-31
OG,M,2,90,NA,1994-08-31
OG,M,2,127,NA,1994-08-31
OG,M,2,91,NA,1994-08-31
OG,M,2,131,NA,1994-08-31
OG,M,2,87,NA,1994-08-31
OG,M,2,34,0.4,1994-08-31
OG,M,2,55,1.4,1994-08-31
OG,M,2,102,NA,1994-08-31
OG,M,2,83,NA,1994-08-31
OG,M,2,85,6.9,1994-08-31
OG,M,2,84,NA,1994-08-31
OG,M,2,80,NA,1994-08-31
OG,M,2,136,NA,1994-08-31
OG,M,2,78,NA,1994-08-31
OG,M,2,74,NA,1994-08-31
OG,M,2,95,NA,1994-08-31
OG,U,1,87,NA,1994-08-31
OG,U,1,54,1.6,1994-08-31
OG,U,1,44,1,1994-08-31
OG,U,1,129,NA,1994-08-31
OG,U,1,116,NA,1994-08-31
OG,U,1,98,NA,1994-08-31
OG,U,1,92,NA,1994-08-31
OG,U,1,100,NA,1994-08-31
OG,U,1,49,1.1,1994-08-31
OG,U,1,95,NA,1994-08-31
OG,U,1,77,NA,1994-08-31
OG,U,1,100,NA,1994-08-31
OG,U,1,76,NA,1994-08-31
OG,U,1,53,1.3,1994-08-31
OG,U,1,73,NA,1994-08-31
OG,U,1,88,NA,1994-08-31
OG,U,1,87,NA,1994-08-31
OG,U,1,43,0.8,1994-08-31
OG,U,1,49,1.2,1994-08-31
OG,U,1,42,0.8,1994-08-31
OG,U,1,40,0.6,1994-08-31
OG,U,1,84,NA,1994-08-31
OG,U,1,44,0.7,1994-08-31
OG,U,1,53,1.4,1994-08-31
OG,U,1,161,NA,1994-08-31
OG,U,1,93,NA,1994-08-31
OG,U,1,130,NA,1994-08-31
OG,U,1,116,NA,1994-08-31
OG,U,1,121,NA,1994-08-31
OG,U,1,94,NA,1994-08-31
OG,U,1,130,NA,1994-08-31
OG,U,1,103,NA,1994-08-31
OG,U,1,88,NA,1994-08-31
OG,U,1,94,NA,1994-08-31
OG,U,1,84,NA,1994-08-31
OG,U,1,85,NA,1994-08-31
OG,U,1,75,NA,1994-08-31
OG,U,1,80,NA,1994-08-31
OG,U,1,50,1.3,1994-08-31
OG,U,1,43,0.7,1994-08-31
OG,U,1,46,1,1994-08-31
OG,U,1,38,0.6,1994-08-31
OG,U,1,42,0.7,1994-08-31
OG,U,1,46,1,1994-08-31
OG,U,1,48,1.1,1994-08-31
OG,U,1,54,1.8,1994-08-31
OG,U,1,46,1,1994-08-31
OG,U,1,48,1.1,1994-08-31
OG,U,1,121,NA,1994-08-31
OG,U,1,90,NA,1994-08-31
OG,U,1,49,1.1,1994-08-31
OG,U,1,50,1.5,1994-08-31
OG,U,1,84,NA,1994-08-31
OG,U,1,125,NA,1994-08-31
OG,U,1,52,1.6,1994-08-31
OG,U,1,46,1.1,1994-08-31
OG,U,1,129,NA,1994-08-31
OG,U,1,88,NA,1994-08-31
